invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,ssn,is_restricted
I283760,C334868,Male,30,Food & Beverage,1,5.23,Debit Card,16/12/2022,Viaport Outlet,000-79-8652,False
I826876,C259882,Male,42,Toys,4,143.36,Credit Card,9/11/2021,Kanyon,000-32-6851,True
I786414,C113290,Male,45,Cosmetics,3,121.98,Credit Card,20/11/2021,Mall of Istanbul,000-89-2343,True
I594012,C192808,Male,29,Food & Beverage,5,26.15,Cash,19/01/2022,Zorlu Center,000-74-3324,True
I505911,C171202,Male,37,Cosmetics,4,162.64,Debit Card,28/01/2023,Emaar Square Mall,000-16-5741,False
I108023,C842375,Male,30,Books,4,60.6,Cash,25/11/2022,Metrocity,000-38-7975,False
I133129,C150924,Female,20,Clothing,4,1200.32,Debit Card,13/01/2023,Mall of Istanbul,000-25-3034,False
I226669,C210354,Female,37,Food & Beverage,3,15.69,Cash,25/11/2021,Emaar Square Mall,000-87-3533,False
I654331,C189686,Male,49,Clothing,4,1200.32,Cash,13/04/2021,Istinye Park,000-48-1453,False
I234138,C197738,Female,19,Books,3,45.45,Cash,16/03/2022,Kanyon,000-44-5696,False
I146886,C294037,Female,69,Clothing,4,1200.32,Cash,23/03/2021,Mall of Istanbul,000-54-4977,False
I132346,C267495,Male,25,Toys,1,35.84,Cash,13/11/2021,Mall of Istanbul,000-17-5251,True
I992574,C288179,Female,31,Clothing,5,1500.4,Credit Card,11/2/2021,Kanyon,000-21-2842,True
I289927,C258603,Female,60,Clothing,5,1500.4,Debit Card,27/01/2023,Metrocity,000-86-2841,False
I735710,C826617,Male,30,Food & Beverage,2,10.46,Credit Card,12/2/2023,Zorlu Center,000-92-3939,True
I258162,C258414,Female,66,Cosmetics,1,40.66,Credit Card,22/11/2021,Istinye Park,000-82-1795,True
I110144,C425669,Male,68,Souvenir,1,11.73,Debit Card,13/12/2022,Istinye Park,000-87-0147,True
I339473,C152787,Female,36,Food & Beverage,3,15.69,Cash,30/12/2022,Cevahir AVM,000-80-1444,True
I585634,C178015,Male,32,Clothing,3,900.24,Credit Card,31/08/2021,Mall of Istanbul,000-93-7206,True
I684141,C163484,Female,30,Cosmetics,4,162.64,Cash,13/05/2021,Istinye Park,000-89-5823,True
I104331,C307792,Female,31,Cosmetics,1,40.66,Credit Card,13/06/2021,Metrocity,000-14-3247,False
I314951,C642799,Female,50,Cosmetics,2,81.32,Credit Card,7/2/2021,Istinye Park,000-21-6794,False
I314510,C203294,Male,28,Cosmetics,2,81.32,Credit Card,3/4/2022,Kanyon,000-14-4537,False
I345888,C319610,Female,29,Shoes,4,2400.68,Cash,11/3/2021,Kanyon,000-74-8597,False
I949461,C261235,Male,20,Cosmetics,5,203.3,Credit Card,21/05/2022,Zorlu Center,000-64-4877,False
I869942,C315418,Male,25,Technology,4,4200.0,Cash,7/6/2021,Metropol AVM,000-68-6572,False
I824516,C145459,Female,62,Food & Beverage,4,20.92,Credit Card,5/3/2023,Istinye Park,000-88-5194,False
I448674,C167038,Male,59,Clothing,1,300.08,Credit Card,8/2/2022,Metropol AVM,000-69-2211,False
I135703,C296390,Female,45,Cosmetics,1,40.66,Cash,18/04/2022,Metrocity,000-83-5400,True
I910869,C157093,Female,44,Clothing,5,1500.4,Cash,27/08/2022,Mall of Istanbul,000-28-7700,False
I210504,C683405,Male,66,Clothing,1,300.08,Credit Card,19/07/2022,Emaar Square Mall,000-79-2832,False
I188782,C159230,Male,60,Toys,5,179.2,Credit Card,6/4/2021,Kanyon,000-83-1060,False
I137189,C201309,Female,19,Cosmetics,5,203.3,Cash,6/8/2022,Metrocity,000-10-1264,False
I411538,C199738,Female,56,Souvenir,3,35.19,Cash,27/02/2021,Mall of Istanbul,000-76-8786,True
I235190,C277554,Female,40,Souvenir,1,11.73,Debit Card,9/2/2022,Forum Istanbul,000-58-1309,False
I233531,C494312,Male,50,Books,4,60.6,Cash,7/8/2021,Zorlu Center,000-65-3017,False
I860949,C250355,Female,45,Cosmetics,4,162.64,Debit Card,19/04/2022,Cevahir AVM,000-60-8899,False
I294542,C378934,Female,28,Clothing,2,600.16,Credit Card,19/06/2022,Metropol AVM,000-44-9059,True
I970207,C203522,Male,37,Technology,3,3150.0,Debit Card,12/8/2021,Viaport Outlet,000-93-2574,True
I219121,C402939,Male,40,Technology,1,1050.0,Credit Card,23/08/2022,Viaport Outlet,000-56-0265,False
I285728,C102669,Male,57,Shoes,3,1800.51,Credit Card,27/01/2023,Cevahir AVM,000-71-2852,False
I702067,C886907,Male,23,Shoes,5,3000.85,Debit Card,25/05/2021,Emaar Square Mall,000-90-6113,False
I295755,C270032,Female,25,Clothing,3,900.24,Debit Card,28/09/2021,Metropol AVM,000-16-9143,True
I251018,C101633,Male,25,Clothing,2,600.16,Credit Card,3/8/2021,Viaport Outlet,000-43-8702,False
I921513,C568293,Female,38,Clothing,3,900.24,Cash,25/03/2022,Zorlu Center,000-50-7693,False
I189904,C296486,Female,50,Cosmetics,4,162.64,Cash,24/07/2022,Istinye Park,000-22-7706,True
I240930,C244576,Male,29,Cosmetics,5,203.3,Debit Card,12/3/2022,Kanyon,000-95-1146,True
I199224,C228584,Male,37,Technology,3,3150.0,Credit Card,7/1/2023,Kanyon,000-66-7545,False
I290496,C292210,Female,27,Clothing,1,300.08,Credit Card,13/08/2021,Kanyon,000-10-7887,False
I972787,C530977,Female,44,Shoes,5,3000.85,Cash,14/09/2022,Kanyon,000-47-8625,False
I133884,C273801,Female,41,Books,4,60.6,Cash,27/07/2021,Istinye Park,000-21-7492,False
I241714,C163199,Male,29,Food & Beverage,2,10.46,Debit Card,24/04/2021,Mall of Istanbul,000-26-0154,False
I136011,C238426,Female,37,Toys,2,71.68,Cash,18/03/2021,Mall of Istanbul,000-68-0569,False
I210769,C100138,Male,58,Shoes,2,1200.34,Cash,28/03/2022,Metrocity,000-84-1953,False
I295596,C287569,Male,41,Food & Beverage,4,20.92,Cash,7/8/2021,Istinye Park,000-28-0980,False
I355512,C441476,Male,30,Shoes,4,2400.68,Debit Card,3/6/2021,Forum Istanbul,000-17-1025,False
I266159,C126972,Female,34,Technology,5,5250.0,Cash,26/01/2023,Kanyon,000-31-0042,False
I883528,C429642,Male,24,Shoes,4,2400.68,Debit Card,17/05/2021,Kanyon,000-29-8754,False
I613239,C165257,Female,50,Cosmetics,1,40.66,Cash,22/05/2022,Cevahir AVM,000-52-8655,True
I330395,C729074,Female,25,Clothing,2,600.16,Credit Card,29/08/2022,Metropol AVM,000-71-4556,True
I257448,C967459,Male,51,Souvenir,1,11.73,Debit Card,23/06/2022,Metrocity,000-68-1003,True
I140519,C928975,Female,61,Toys,3,107.52,Cash,17/05/2022,Mall of Istanbul,000-41-3402,False
I182745,C737111,Female,29,Toys,5,179.2,Credit Card,30/09/2021,Mall of Istanbul,000-57-0323,False
I297209,C175038,Female,21,Souvenir,2,23.46,Debit Card,16/05/2022,Mall of Istanbul,000-11-2719,True
I319342,C232096,Female,31,Clothing,2,600.16,Debit Card,31/01/2023,Kanyon,000-89-8139,True
I246691,C296717,Female,43,Food & Beverage,4,20.92,Cash,9/1/2023,Mall of Istanbul,000-75-9878,False
I253962,C218920,Male,18,Cosmetics,4,162.64,Credit Card,13/10/2022,Forum Istanbul,000-97-6412,True
I402140,C248892,Male,58,Souvenir,4,46.92,Credit Card,25/03/2022,Istinye Park,000-86-2167,False
I418924,C608251,Female,49,Clothing,5,1500.4,Credit Card,19/02/2021,Cevahir AVM,000-91-8852,False
I279571,C133740,Male,51,Food & Beverage,4,20.92,Credit Card,23/03/2021,Metropol AVM,000-43-9892,False
I518802,C135633,Male,42,Clothing,5,1500.4,Credit Card,8/6/2021,Metropol AVM,000-67-3084,True
I979393,C310457,Male,59,Food & Beverage,4,20.92,Credit Card,21/02/2021,Metrocity,000-44-6438,False
I282259,C323837,Female,33,Books,1,15.15,Debit Card,8/12/2021,Emaar Square Mall,000-38-8357,False
I682424,C237763,Female,24,Toys,1,35.84,Credit Card,13/02/2021,Kanyon,000-24-8806,False
I318360,C314096,Female,29,Food & Beverage,4,20.92,Credit Card,20/05/2021,Emaar Square Mall,000-34-9912,True
I228607,C543860,Female,32,Cosmetics,3,121.98,Credit Card,11/1/2021,Mall of Istanbul,000-67-3427,False
I818916,C254791,Female,62,Souvenir,5,58.65,Credit Card,26/12/2021,Mall of Istanbul,000-37-6616,True
I337758,C187163,Female,62,Cosmetics,1,40.66,Cash,3/9/2021,Kanyon,000-35-6749,True
I703077,C866840,Female,24,Clothing,4,1200.32,Credit Card,21/03/2021,Metrocity,000-94-3384,False
I243821,C139332,Male,51,Clothing,5,1500.4,Cash,6/1/2022,Zorlu Center,000-22-5926,True
I163421,C915745,Female,62,Clothing,3,900.24,Cash,15/05/2021,Istinye Park,000-46-4105,False
I274363,C231901,Female,51,Food & Beverage,1,5.23,Cash,5/11/2022,Istinye Park,000-19-3775,True
I698084,C276509,Female,38,Clothing,2,600.16,Credit Card,1/5/2021,Kanyon,000-13-6207,True
I974803,C132738,Female,67,Clothing,1,300.08,Cash,27/04/2022,Cevahir AVM,000-87-6592,False
I106297,C321216,Male,27,Cosmetics,5,203.3,Credit Card,13/05/2021,Metrocity,000-58-6527,False
I340775,C958404,Female,46,Clothing,1,300.08,Cash,13/01/2023,Mall of Istanbul,000-56-2561,False
I251440,C163514,Female,19,Clothing,5,1500.4,Cash,5/4/2021,Metropol AVM,000-45-6816,False
I227256,C312281,Female,57,Souvenir,2,23.46,Debit Card,16/06/2022,Zorlu Center,000-55-1625,True
I271574,C110323,Female,68,Clothing,4,1200.32,Cash,22/05/2021,Viaport Outlet,000-15-9568,False
I919888,C159319,Female,22,Books,1,15.15,Cash,15/02/2021,Metrocity,000-89-2548,False
I539274,C284059,Male,45,Clothing,4,1200.32,Debit Card,26/03/2021,Metrocity,000-90-0104,False
I213029,C722123,Male,36,Cosmetics,5,203.3,Debit Card,27/10/2022,Mall of Istanbul,000-31-2311,False
I162845,C116204,Male,51,Clothing,4,1200.32,Cash,2/5/2022,Kanyon,000-13-3015,False
I259631,C172684,Female,62,Toys,2,71.68,Cash,18/10/2022,Istinye Park,000-96-5456,False
I152958,C284440,Female,56,Food & Beverage,5,26.15,Cash,20/07/2022,Viaport Outlet,000-51-8663,False
I199525,C240610,Female,39,Food & Beverage,5,26.15,Credit Card,4/10/2022,Emaar Square Mall,000-70-8280,True
I237515,C995169,Female,64,Shoes,3,1800.51,Credit Card,9/5/2021,Metropol AVM,000-61-5538,False
I219535,C221138,Male,58,Technology,2,2100.0,Credit Card,20/10/2022,Mall of Istanbul,000-13-3738,True
I163220,C649297,Female,19,Clothing,5,1500.4,Credit Card,7/11/2021,Istinye Park,000-95-2874,True
I130115,C869403,Female,42,Clothing,1,300.08,Credit Card,27/03/2022,Viaport Outlet,000-97-4692,False
I233478,C349584,Male,36,Clothing,3,900.24,Credit Card,29/01/2022,Metrocity,000-47-9219,False
I254707,C105941,Male,39,Cosmetics,2,81.32,Credit Card,2/1/2022,Istinye Park,000-92-6786,False
I411874,C308827,Male,65,Technology,1,1050.0,Credit Card,4/4/2021,Viaport Outlet,000-68-2621,True
I110755,C234586,Male,65,Clothing,5,1500.4,Cash,8/9/2021,Kanyon,000-63-8201,False
I267153,C266974,Female,44,Clothing,1,300.08,Cash,11/4/2022,Kanyon,000-69-7247,False
I191656,C436799,Male,68,Clothing,1,300.08,Cash,29/12/2022,Metrocity,000-29-0853,False
I631622,C249911,Female,41,Clothing,4,1200.32,Cash,7/10/2022,Mall of Istanbul,000-58-7714,True
I244944,C316693,Male,39,Books,1,15.15,Cash,2/11/2022,Kanyon,000-58-2472,True
I331787,C466077,Male,41,Cosmetics,4,162.64,Credit Card,9/10/2021,Mall of Istanbul,000-73-5370,False
I189580,C318446,Female,66,Clothing,5,1500.4,Cash,8/7/2022,Viaport Outlet,000-54-4317,False
I328324,C212059,Female,20,Food & Beverage,3,15.69,Cash,15/06/2022,Metrocity,000-56-8898,True
I277719,C273024,Female,34,Clothing,3,900.24,Cash,7/4/2022,Kanyon,000-57-9811,False
I226040,C250179,Female,26,Clothing,1,300.08,Cash,1/9/2021,Mall of Istanbul,000-30-4113,False
I227059,C320237,Male,40,Clothing,1,300.08,Debit Card,29/01/2023,Mall of Istanbul,000-71-6741,False
I112737,C153952,Male,42,Food & Beverage,2,10.46,Credit Card,12/1/2022,Mall of Istanbul,000-76-4964,True
I278721,C101135,Male,44,Technology,3,3150.0,Debit Card,15/02/2023,Kanyon,000-28-8896,False
I274449,C301438,Male,62,Clothing,3,900.24,Credit Card,16/02/2022,Forum Istanbul,000-74-0337,False
I227197,C249524,Female,66,Clothing,2,600.16,Cash,5/2/2022,Istinye Park,000-30-8870,False
I863189,C934732,Female,23,Food & Beverage,3,15.69,Cash,28/11/2022,Kanyon,000-83-6127,False
I214915,C228682,Female,37,Technology,2,2100.0,Cash,14/01/2022,Kanyon,000-71-2566,False
I539796,C189351,Female,21,Clothing,3,900.24,Credit Card,15/09/2022,Mall of Istanbul,000-21-3807,False
I116924,C266168,Female,48,Shoes,4,2400.68,Cash,20/08/2022,Cevahir AVM,000-61-2490,False
I164295,C178332,Female,24,Toys,3,107.52,Cash,22/12/2021,Viaport Outlet,000-27-9272,True
I288373,C221073,Male,37,Clothing,1,300.08,Cash,11/10/2021,Emaar Square Mall,000-44-5672,True
I105813,C500308,Female,55,Toys,1,35.84,Debit Card,7/4/2021,Metrocity,000-86-1494,False
I337435,C319497,Female,66,Food & Beverage,3,15.69,Cash,24/04/2022,Cevahir AVM,000-45-1063,False
I569828,C304631,Female,55,Clothing,3,900.24,Cash,3/6/2021,Mall of Istanbul,000-48-3786,False
I204060,C286374,Male,43,Cosmetics,1,40.66,Credit Card,17/02/2023,Mall of Istanbul,000-62-3703,False
I321816,C315112,Female,40,Food & Beverage,4,20.92,Cash,17/08/2022,Forum Istanbul,000-38-8022,True
I161960,C652179,Female,49,Shoes,3,1800.51,Debit Card,28/10/2021,Metropol AVM,000-69-8859,True
I284729,C163836,Female,41,Clothing,2,600.16,Credit Card,30/12/2022,Metrocity,000-54-3150,True
I806558,C101961,Female,37,Toys,3,107.52,Cash,6/1/2023,Kanyon,000-36-3258,False
I462453,C205854,Female,65,Toys,2,71.68,Credit Card,30/06/2022,Istinye Park,000-44-3093,False
I457927,C109928,Male,60,Cosmetics,4,162.64,Credit Card,2/4/2022,Kanyon,000-66-0027,True
I119013,C150852,Male,33,Clothing,4,1200.32,Cash,30/09/2021,Metropol AVM,000-48-0664,False
I203505,C677217,Male,24,Toys,1,35.84,Credit Card,10/4/2021,Metrocity,000-37-8962,True
I161681,C249415,Female,34,Books,5,75.75,Cash,9/9/2021,Metrocity,000-14-1059,False
I721782,C183944,Female,63,Clothing,2,600.16,Cash,18/07/2021,Metropol AVM,000-12-4387,True
I104637,C204777,Female,21,Food & Beverage,5,26.15,Cash,12/1/2022,Cevahir AVM,000-37-6560,False
I722006,C716560,Female,40,Clothing,3,900.24,Credit Card,13/12/2021,Cevahir AVM,000-84-5963,True
I173944,C171506,Female,47,Clothing,2,600.16,Cash,3/3/2023,Kanyon,000-27-1192,False
I222536,C223765,Female,33,Clothing,1,300.08,Cash,15/12/2021,Istinye Park,000-25-5822,True
I119450,C347918,Female,63,Food & Beverage,1,5.23,Credit Card,8/6/2022,Metropol AVM,000-76-8768,False
I135451,C298912,Female,53,Clothing,2,600.16,Credit Card,19/05/2021,Mall of Istanbul,000-86-7819,False
I320068,C314715,Female,54,Toys,1,35.84,Credit Card,10/10/2021,Metropol AVM,000-16-9030,True
I189015,C128287,Female,49,Toys,5,179.2,Cash,22/12/2022,Mall of Istanbul,000-84-0355,False
I233220,C191284,Male,28,Books,2,30.3,Cash,23/04/2022,Kanyon,000-87-7098,False
I163428,C283537,Male,30,Toys,2,71.68,Debit Card,26/02/2022,Istinye Park,000-67-7814,False
I141056,C287805,Male,57,Technology,3,3150.0,Credit Card,20/05/2021,Viaport Outlet,000-59-4007,False
I673915,C979300,Male,32,Shoes,3,1800.51,Cash,1/7/2022,Metrocity,000-65-3140,True
I234592,C839907,Female,48,Clothing,5,1500.4,Cash,19/02/2023,Cevahir AVM,000-61-2405,False
I147239,C330397,Male,29,Toys,1,35.84,Credit Card,25/08/2022,Mall of Istanbul,000-53-1283,False
I408055,C850152,Male,23,Souvenir,3,35.19,Cash,5/6/2022,Metropol AVM,000-99-6366,True
I935400,C850304,Female,68,Books,3,45.45,Credit Card,2/12/2022,Zorlu Center,000-62-0369,False
I324418,C753782,Female,66,Food & Beverage,4,20.92,Cash,11/6/2022,Metrocity,000-98-0042,False
I949426,C280505,Female,34,Clothing,3,900.24,Credit Card,15/08/2021,Kanyon,000-64-4149,False
I313260,C302050,Female,23,Clothing,2,600.16,Cash,6/10/2021,Metrocity,000-32-9505,False
I338493,C289951,Female,35,Food & Beverage,4,20.92,Credit Card,23/10/2022,Kanyon,000-31-7377,True
I312387,C265894,Female,58,Clothing,5,1500.4,Cash,4/1/2022,Mall of Istanbul,000-37-2594,False
I663488,C101099,Female,23,Food & Beverage,3,15.69,Cash,15/04/2022,Istinye Park,000-26-0280,False
I533555,C313985,Male,37,Clothing,3,900.24,Cash,28/05/2021,Istinye Park,000-59-2882,True
I295565,C305085,Female,68,Toys,5,179.2,Credit Card,20/04/2021,Metrocity,000-95-7669,False
I143161,C211407,Male,55,Clothing,2,600.16,Cash,6/7/2021,Metropol AVM,000-79-4190,False
I913873,C598985,Male,44,Cosmetics,1,40.66,Credit Card,1/6/2022,Kanyon,000-32-0352,False
I220203,C220285,Female,35,Toys,1,35.84,Cash,26/06/2022,Metrocity,000-96-7168,True
I324743,C164201,Female,34,Technology,1,1050.0,Credit Card,4/5/2022,Mall of Istanbul,000-59-5799,True
I474441,C283371,Female,37,Shoes,3,1800.51,Cash,30/11/2022,Metrocity,000-31-9460,True
I233896,C190370,Male,20,Cosmetics,5,203.3,Credit Card,29/03/2021,Kanyon,000-12-0279,False
I306907,C150028,Female,54,Food & Beverage,4,20.92,Debit Card,21/02/2022,Viaport Outlet,000-83-0934,True
I162578,C180944,Female,47,Clothing,2,600.16,Credit Card,27/03/2021,Kanyon,000-23-9298,False
I937365,C404769,Male,25,Clothing,5,1500.4,Debit Card,9/8/2021,Forum Istanbul,000-41-4736,True
I166085,C286184,Female,56,Technology,2,2100.0,Credit Card,29/01/2021,Viaport Outlet,000-36-4149,False
I130771,C114288,Female,40,Shoes,5,3000.85,Cash,8/7/2022,Metrocity,000-91-7317,True
I788346,C471414,Female,62,Food & Beverage,5,26.15,Credit Card,17/01/2021,Forum Istanbul,000-58-7933,False
I313100,C310278,Male,29,Cosmetics,3,121.98,Cash,25/07/2021,Forum Istanbul,000-58-8138,False
I249210,C659369,Male,53,Toys,4,143.36,Credit Card,7/9/2021,Metrocity,000-33-8292,True
I735574,C964313,Male,41,Food & Beverage,5,26.15,Cash,21/12/2021,Metrocity,000-69-3324,False
I323837,C164383,Male,65,Technology,3,3150.0,Credit Card,9/5/2022,Mall of Istanbul,000-93-9327,True
I148140,C178199,Male,61,Books,1,15.15,Debit Card,6/4/2022,Kanyon,000-43-4211,False
I142167,C100235,Female,66,Clothing,3,900.24,Credit Card,13/12/2022,Viaport Outlet,000-71-0731,True
I133486,C146574,Female,68,Food & Beverage,4,20.92,Cash,18/04/2022,Kanyon,000-47-4196,False
I330634,C310921,Female,31,Clothing,1,300.08,Credit Card,5/10/2022,Metrocity,000-80-3484,False
I172191,C253217,Female,40,Shoes,1,600.17,Debit Card,1/8/2021,Metrocity,000-80-0270,False
I275815,C101484,Male,42,Clothing,3,900.24,Cash,22/01/2023,Cevahir AVM,000-92-8181,False
I566996,C206264,Female,66,Clothing,1,300.08,Cash,13/01/2022,Metrocity,000-41-7009,False
I162841,C108381,Female,44,Shoes,1,600.17,Credit Card,12/11/2021,Istinye Park,000-31-2185,False
I304840,C661382,Female,37,Clothing,5,1500.4,Credit Card,27/11/2022,Metropol AVM,000-78-9268,True
I269356,C179408,Female,47,Souvenir,2,23.46,Credit Card,4/3/2021,Viaport Outlet,000-15-1670,False
I225543,C132641,Female,49,Technology,4,4200.0,Credit Card,28/04/2021,Mall of Istanbul,000-46-5299,False
I325416,C330509,Female,47,Shoes,1,600.17,Credit Card,3/3/2021,Metrocity,000-48-7830,False
I431058,C257378,Female,66,Food & Beverage,4,20.92,Debit Card,19/07/2021,Kanyon,000-42-3342,False
I279584,C168185,Male,32,Cosmetics,2,81.32,Credit Card,1/2/2021,Viaport Outlet,000-30-9370,False
I338759,C159324,Female,31,Toys,1,35.84,Debit Card,24/06/2022,Forum Istanbul,000-78-6858,False
I299858,C322827,Female,24,Food & Beverage,3,15.69,Cash,15/09/2021,Forum Istanbul,000-31-1131,True
I185513,C344341,Male,21,Souvenir,5,58.65,Debit Card,12/2/2021,Kanyon,000-30-0339,False
I333797,C463822,Female,50,Shoes,5,3000.85,Cash,28/10/2022,Mall of Istanbul,000-76-3992,False
I318309,C790330,Male,36,Clothing,1,300.08,Cash,24/07/2021,Kanyon,000-10-3575,True
I701277,C170705,Female,40,Cosmetics,2,81.32,Cash,22/09/2022,Emaar Square Mall,000-69-0353,False
I308990,C199220,Female,24,Clothing,3,900.24,Cash,19/02/2022,Kanyon,000-15-5222,False
I491794,C571956,Male,32,Clothing,2,600.16,Cash,21/04/2022,Zorlu Center,000-60-4326,False
I177902,C202722,Male,37,Clothing,5,1500.4,Cash,17/01/2021,Istinye Park,000-34-3796,False
I737403,C801856,Female,39,Clothing,3,900.24,Cash,5/2/2022,Metropol AVM,000-28-8639,False
I320348,C393996,Female,45,Shoes,3,1800.51,Debit Card,3/12/2021,Kanyon,000-42-2192,False
I150779,C120057,Male,61,Books,1,15.15,Credit Card,25/02/2021,Metrocity,000-30-2647,True
I158817,C159381,Male,21,Souvenir,1,11.73,Debit Card,8/2/2021,Kanyon,000-18-6903,False
I129465,C154964,Female,39,Clothing,5,1500.4,Debit Card,20/12/2021,Metropol AVM,000-31-1704,True
I280885,C701914,Female,60,Food & Beverage,4,20.92,Cash,12/1/2021,Metrocity,000-93-0253,True
I645790,C101746,Female,66,Clothing,5,1500.4,Debit Card,1/8/2021,Istinye Park,000-49-1034,True
I701303,C732755,Male,56,Food & Beverage,1,5.23,Debit Card,9/12/2021,Mall of Istanbul,000-10-2427,False
I313429,C333884,Male,22,Toys,1,35.84,Credit Card,6/3/2021,Mall of Istanbul,000-37-1322,True
I100963,C500323,Female,35,Books,1,15.15,Debit Card,17/06/2021,Cevahir AVM,000-38-5778,False
I197677,C609958,Male,34,Toys,2,71.68,Cash,14/03/2021,Kanyon,000-63-8922,False
I162884,C239107,Female,31,Shoes,1,600.17,Cash,17/11/2021,Mall of Istanbul,000-17-8801,False
I890552,C165679,Female,45,Souvenir,4,46.92,Debit Card,9/8/2021,Mall of Istanbul,000-69-3801,False
I185978,C135438,Female,38,Cosmetics,1,40.66,Cash,30/04/2021,Metrocity,000-91-0608,False
I277756,C640605,Male,35,Food & Beverage,1,5.23,Credit Card,9/6/2021,Metrocity,000-53-3412,False
I269103,C788627,Female,38,Clothing,4,1200.32,Cash,8/9/2022,Mall of Istanbul,000-80-2294,False
I153121,C222458,Female,37,Books,2,30.3,Cash,9/2/2023,Viaport Outlet,000-91-9753,False
I874376,C157780,Male,67,Clothing,2,600.16,Cash,15/02/2021,Kanyon,000-17-4024,False
I577206,C195034,Male,19,Food & Beverage,4,20.92,Credit Card,15/07/2022,Kanyon,000-32-7322,False
I641026,C173142,Female,34,Food & Beverage,1,5.23,Credit Card,17/07/2021,Mall of Istanbul,000-89-9602,False
I124794,C792803,Female,59,Clothing,3,900.24,Credit Card,19/11/2021,Mall of Istanbul,000-43-7046,True
I372747,C948598,Female,60,Cosmetics,4,162.64,Credit Card,28/02/2022,Mall of Istanbul,000-31-6684,False
I264687,C879208,Female,65,Cosmetics,3,121.98,Cash,12/2/2021,Mall of Istanbul,000-66-3441,False
I320830,C226216,Female,38,Clothing,2,600.16,Debit Card,7/12/2021,Istinye Park,000-34-3944,False
I155043,C246619,Male,66,Food & Beverage,4,20.92,Credit Card,29/08/2021,Metropol AVM,000-65-5294,True
I238600,C221976,Female,28,Books,5,75.75,Debit Card,19/02/2023,Istinye Park,000-83-2539,True
I413438,C464340,Female,45,Technology,1,1050.0,Cash,17/08/2021,Metrocity,000-40-9279,True
I787067,C272042,Male,43,Food & Beverage,4,20.92,Cash,12/3/2022,Metrocity,000-79-1821,False
I195325,C103445,Male,33,Food & Beverage,2,10.46,Credit Card,25/09/2022,Metropol AVM,000-76-2746,True
I197014,C289894,Male,46,Food & Beverage,5,26.15,Cash,28/01/2022,Kanyon,000-24-8984,False
I752145,C233959,Female,49,Cosmetics,3,121.98,Debit Card,23/05/2022,Metrocity,000-10-7520,False
I217023,C136703,Male,49,Cosmetics,5,203.3,Cash,5/2/2021,Kanyon,000-48-1600,False
I132580,C320032,Female,19,Souvenir,1,11.73,Credit Card,12/3/2021,Mall of Istanbul,000-16-0354,False
I102935,C184509,Female,59,Cosmetics,1,40.66,Cash,16/06/2021,Mall of Istanbul,000-99-2786,True
I208365,C282379,Female,24,Technology,1,1050.0,Cash,10/10/2022,Forum Istanbul,000-16-9375,True
I482469,C402058,Male,32,Books,3,45.45,Debit Card,12/2/2022,Mall of Istanbul,000-44-3038,False
I244818,C150983,Female,23,Books,4,60.6,Debit Card,16/10/2021,Kanyon,000-56-8884,True
I672934,C169972,Female,36,Clothing,5,1500.4,Cash,8/9/2022,Istinye Park,000-44-8378,True
I257399,C240709,Female,52,Toys,5,179.2,Cash,9/6/2022,Mall of Istanbul,000-68-2309,True
I142923,C624500,Female,52,Clothing,2,600.16,Credit Card,3/3/2023,Viaport Outlet,000-12-5541,True
I721453,C170320,Female,33,Technology,3,3150.0,Credit Card,21/07/2021,Kanyon,000-73-2828,True
I223808,C166360,Female,42,Cosmetics,5,203.3,Credit Card,23/08/2022,Viaport Outlet,000-47-7877,False
I498847,C525912,Male,54,Toys,3,107.52,Debit Card,30/03/2021,Mall of Istanbul,000-12-9050,False
I171344,C948377,Female,26,Toys,4,143.36,Credit Card,9/3/2022,Zorlu Center,000-26-7992,False
I242117,C181189,Female,42,Toys,2,71.68,Cash,10/12/2021,Emaar Square Mall,000-59-8782,False
I143520,C263379,Male,69,Toys,4,143.36,Credit Card,8/2/2023,Zorlu Center,000-64-2077,False
I250398,C144317,Male,51,Clothing,1,300.08,Credit Card,27/04/2021,Mall of Istanbul,000-21-5024,True
I248357,C578503,Female,46,Clothing,4,1200.32,Credit Card,4/4/2021,Mall of Istanbul,000-17-4023,False
I121395,C228603,Female,47,Technology,1,1050.0,Cash,26/10/2021,Cevahir AVM,000-80-0948,False
I620977,C234371,Female,43,Toys,1,35.84,Credit Card,1/8/2022,Istinye Park,000-89-1202,False
I339433,C168980,Female,31,Cosmetics,3,121.98,Credit Card,21/08/2021,Viaport Outlet,000-95-7791,True
I938285,C340442,Female,23,Toys,5,179.2,Credit Card,28/02/2021,Mall of Istanbul,000-65-3075,False
I197453,C322174,Female,38,Clothing,3,900.24,Debit Card,19/06/2022,Mall of Istanbul,000-52-6025,False
I116283,C139223,Female,64,Clothing,5,1500.4,Credit Card,12/8/2021,Cevahir AVM,000-53-8250,False
I101190,C115198,Female,66,Food & Beverage,1,5.23,Credit Card,2/4/2021,Istinye Park,000-85-4256,False
I248135,C619769,Male,57,Food & Beverage,1,5.23,Credit Card,22/11/2022,Zorlu Center,000-72-9594,True
I120132,C317967,Male,53,Clothing,4,1200.32,Debit Card,4/9/2021,Istinye Park,000-63-7739,False
I942434,C256348,Female,52,Food & Beverage,3,15.69,Credit Card,17/12/2021,Istinye Park,000-46-1815,True
